customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total
1442-okrje,no,male,0,yes,yes,66,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),103.15,7031.3
1444-vvsgw,yes,male,0,yes,no,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,no,credit card (automatic),115.65,7968.85
1447-giqmr,yes,male,0,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.15,69.15
1447-pjgga,yes,female,0,no,no,57,yes,no,fiber optic,no,no,yes,no,yes,yes,two year,yes,electronic check,95.25,5464.65
1448-cywkc,no,female,0,yes,yes,58,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),105.2,6225.4
1448-pwkye,yes,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.0,80
1449-xqemt,yes,male,0,no,no,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.8,58.15
1450-galxr,yes,female,0,no,no,10,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,98.5,1058.25
1450-skcvi,yes,female,0,no,no,56,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,73.85,4092.85
1452-kiovk,no,male,0,no,yes,22,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),89.1,1949.4
1452-uzosf,no,male,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,yes,credit card (automatic),106.1,7548.6
1452-voqch,no,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.1,75.1
1452-xrsjv,no,female,0,yes,yes,39,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,credit card (automatic),51.05,2066
1453-rzfon,no,female,0,no,yes,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,mailed check,49.9,49.9
1455-esiqh,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.1,89.1
1455-hfbxa,no,male,0,yes,no,52,yes,yes,fiber optic,yes,no,yes,yes,no,no,two year,yes,credit card (automatic),91.6,4627.8
1455-ugqvh,yes,male,0,yes,no,10,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.5,1037.75
1456-twcgb,no,male,0,no,no,4,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,mailed check,49.25,208.45
1459-qnfqt,no,male,0,yes,yes,70,no,no phone service,dsl,yes,no,yes,yes,yes,yes,two year,no,bank transfer (automatic),59.5,4144.8
1460-uzprj,no,male,0,yes,no,60,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.95,1258.15
1465-lntlj,no,male,1,yes,no,8,yes,no,dsl,no,no,yes,yes,no,yes,month-to-month,yes,credit card (automatic),64.4,581.7
1465-vindh,yes,female,0,yes,yes,10,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,credit card (automatic),102.1,1068.85
1465-wczvt,no,female,0,yes,yes,3,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.65,60.65
1468-defnc,no,male,1,yes,yes,64,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),24.4,1548.65
1469-lbjqj,no,female,0,yes,no,66,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.2,6936.85
1470-psxnm,no,male,0,yes,yes,49,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,electronic check,93.65,4520.15
1471-giqkq,no,female,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,49.95,49.95
1472-tncwl,no,male,0,no,yes,36,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,94.7,3512.5
1474-juwsm,no,female,0,yes,no,58,yes,yes,dsl,yes,no,no,yes,no,yes,one year,yes,electronic check,68.4,3972.25
1475-vwvdo,no,male,0,no,no,7,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,74.9,490.55
1478-vpoad,no,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,43.8,43.8
1480-bkxga,no,male,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),116.05,8404.9
1480-ivevr,no,male,1,yes,no,35,yes,yes,fiber optic,no,no,yes,no,no,no,one year,yes,bank transfer (automatic),81.6,2815.25
1481-zuwza,yes,male,0,no,no,28,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),94.5,2659.4
1482-oxzsy,no,male,0,no,no,30,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),100.4,2936.25
1485-ydhmm,no,male,0,yes,yes,52,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),93.25,4631.7
1488-pbljn,no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),116.85,8477.7
1488-sysfc,no,male,0,yes,yes,31,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,electronic check,20.65,702.05
1492-kgeth,no,male,0,yes,yes,70,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,no,bank transfer (automatic),78.35,5445.95
1492-qgclu,no,male,0,yes,yes,53,yes,yes,dsl,yes,no,yes,yes,yes,yes,month-to-month,no,electronic check,85.7,4616.1
1493-amtie,yes,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),20.2,20.2
1494-ejzdw,no,female,0,yes,yes,10,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.15,220.8
1496-ggsuk,yes,female,1,no,no,1,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,25.7,25.7
1498-dqnrx,no,female,0,yes,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.85,573.05
1498-nhtlt,no,male,0,yes,yes,59,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,86.75,5186
1501-sghbw,yes,male,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,45.85,81
1502-xfcvr,yes,female,0,no,no,58,yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,106.45,6145.85
1506-yjtyt,no,male,0,yes,yes,45,yes,yes,dsl,yes,yes,no,yes,yes,no,two year,no,credit card (automatic),73.85,3371
1508-dfxcu,no,male,0,no,no,12,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,81.45,912
1513-xnpph,yes,female,0,no,no,12,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,89.4,1095.65
1518-omdik,no,male,0,yes,no,33,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.55,1462.6
1518-vowav,yes,female,0,no,no,9,yes,no,dsl,yes,yes,no,no,yes,yes,month-to-month,yes,electronic check,74.65,703.55
1522-vvdmg,yes,male,0,yes,yes,7,yes,no,fiber optic,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,89.75,608.8
1525-lnloj,no,male,0,yes,yes,66,yes,yes,dsl,no,no,yes,no,yes,no,two year,yes,bank transfer (automatic),63.3,4189.7
1527-sxdpn,yes,male,0,yes,yes,52,yes,yes,fiber optic,no,no,yes,yes,no,yes,two year,yes,bank transfer (automatic),96.25,4990.25
1530-ztdoz,no,female,0,yes,no,49,no,no phone service,dsl,yes,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),40.65,2070.75
1534-oulxe,no,female,0,yes,yes,61,yes,no,dsl,yes,no,no,no,no,no,one year,yes,bank transfer (automatic),49.7,2961.4
1535-vtjoq,no,female,0,no,no,24,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.15,553
1536-hbswp,no,female,0,no,no,1,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,electronic check,49.9,49.9
1536-yhdoe,no,male,0,yes,yes,17,yes,yes,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,62.1,1096.65
1539-lnkhm,no,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,20.4,266.6
1541-etjzo,yes,male,0,no,no,1,yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,no,mailed check,62.05,62.05
1543-lllft,no,male,1,yes,no,61,yes,yes,fiber optic,no,yes,yes,yes,yes,no,one year,yes,mailed check,98.3,6066.55
1544-jjmyl,no,male,0,no,no,27,yes,no,dsl,yes,no,yes,yes,yes,no,one year,no,credit card (automatic),69.35,1927.3
1545-actas,no,female,0,yes,yes,48,yes,no,fiber optic,yes,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),99.7,4977.2
1545-jfuml,no,male,0,yes,no,71,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,yes,electronic check,99.0,6994.6
1548-aragg,no,female,0,yes,yes,4,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,yes,mailed check,58.5,224.85
1548-fehvl,no,male,0,yes,no,61,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,electronic check,106.2,6375.2
1550-eenbn,no,female,0,no,no,31,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,no,electronic check,104.35,3205.6
1550-loaha,yes,female,0,yes,no,32,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,no,bank transfer (automatic),84.15,2585.95
1552-aagrx,no,female,0,no,no,30,yes,yes,fiber optic,yes,no,no,yes,yes,yes,month-to-month,no,bank transfer (automatic),106.4,3211.9
1552-czcll,no,female,0,yes,yes,55,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.0,1087.25
1552-tkmxs,no,female,0,yes,no,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),20.35,869.9
1555-djeqw,yes,female,0,yes,yes,70,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.2,7723.9
1555-hapsu,no,female,0,yes,yes,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),23.9,1663.5
1557-emyvt,no,female,0,no,no,43,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),115.05,4895.1
1559-dtodc,no,male,0,no,no,19,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),25.15,468.35
1561-bwhin,no,male,0,yes,yes,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.8,344.5
1563-iwqex,no,female,0,no,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.7,220.35
1564-hjuvy,no,male,0,no,no,4,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),63.75,226.2
1564-ntyxf,yes,female,1,no,no,13,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,82.0,1127.2
1565-rhdjd,yes,female,0,no,yes,4,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),84.05,333.55
1567-dscic,yes,male,0,no,no,8,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,94.0,773.65
1568-bekzm,no,male,1,yes,no,70,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),90.05,6333.4
1568-ljszu,no,male,0,yes,yes,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),92.2,6392.85
1569-ttnyj,yes,male,0,yes,no,5,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,78.75,412.1
1571-savhk,yes,male,0,no,no,12,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,mailed check,99.95,1132.75
1573-lgxba,no,male,0,yes,yes,57,yes,no,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),97.55,5598
1574-dycwe,no,female,0,yes,yes,51,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.95,1028.75
1575-krzze,no,female,0,no,no,4,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,55.2,220.65
1576-pfziw,no,male,1,yes,no,70,yes,no,fiber optic,yes,yes,yes,no,yes,yes,two year,no,credit card (automatic),105.35,7511.9
1577-hktfg,yes,female,0,yes,no,30,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,bank transfer (automatic),19.65,655.85
1579-klydt,yes,male,0,no,no,7,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,90.45,593.45
1580-bmcmr,no,male,1,no,no,19,yes,no,fiber optic,yes,no,no,no,no,yes,month-to-month,yes,electronic check,87.3,1637.3
1582-rafml,yes,male,0,no,no,1,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,no,mailed check,60.1,60.1
1583-ihqze,yes,male,0,no,no,12,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,mailed check,112.95,1384.75
1585-mqssu,yes,male,0,no,no,17,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,51.5,900.5
1587-fklzb,yes,male,1,yes,yes,66,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),99.5,6822.15
1589-agtlk,yes,male,0,no,no,3,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.35,141.5
1591-mqjtp,no,male,1,yes,no,51,yes,yes,fiber optic,yes,no,yes,no,no,yes,one year,yes,bank transfer (automatic),93.65,4839.15
1591-nfnlq,yes,male,0,no,no,51,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,no,credit card (automatic),80.0,4242.35
1591-xwlgb,no,female,0,yes,no,71,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.85,1379.6
1596-bbvtg,yes,male,0,no,no,35,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,credit card (automatic),75.35,2636.05
1596-oqsps,no,female,0,no,no,11,yes,no,dsl,no,yes,no,no,no,no,month-to-month,no,electronic check,51.1,531.15
1597-fzreh,yes,female,0,no,no,2,yes,no,dsl,no,no,yes,yes,yes,yes,month-to-month,no,electronic check,76.4,160.8
1597-lhync,yes,female,1,no,no,26,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,electronic check,95.0,2497.2
1599-eahxy,no,male,0,yes,yes,60,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),23.95,1506.4
1599-mmyrq,no,male,0,yes,yes,62,yes,no,fiber optic,yes,yes,no,no,no,no,one year,yes,credit card (automatic),81.45,4983.05
1600-dilpe,no,female,0,no,no,12,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),45.0,524.35
1602-ijqqe,yes,female,0,no,no,4,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,75.35,338.1
1608-gmewb,no,male,1,no,no,45,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),93.9,4200.25
1612-eohdh,yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,45.15,45.15
1614-jbebi,no,female,0,no,no,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.7,137.6
1618-cfhme,yes,female,0,no,no,2,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.9,143.35
1619-ywubb,no,female,0,yes,no,68,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),24.95,1614.9
1621-yncjh,no,female,0,yes,no,36,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),106.05,3834.4
1622-hshsf,no,female,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.55,19.55
1623-nldot,yes,female,0,yes,no,42,no,no phone service,dsl,no,yes,no,yes,no,no,one year,no,mailed check,33.55,1445.3
1624-naloj,yes,male,1,no,no,5,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.8,502.6
1624-woiwj,yes,female,0,no,no,10,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,mailed check,84.7,832.05
1625-jaiiy,yes,female,0,yes,yes,68,yes,yes,fiber optic,no,no,no,no,yes,no,one year,yes,electronic check,83.0,5685.8
1626-ercmm,yes,male,1,yes,no,20,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.55,1899.65
1627-afwvj,no,female,0,no,no,29,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.4,554.25
1628-bizyp,no,male,0,no,no,1,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,85.0,85
1629-dqqvb,no,female,0,no,no,14,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),50.1,709.5
1635-fjfcc,no,female,0,no,no,5,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.05,202.15
1635-hdgft,no,female,0,no,yes,19,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,20.5,398.55
1635-nzatj,no,male,1,yes,no,71,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),25.45,1789.65
1636-ntnco,no,male,1,no,no,4,no,no phone service,dsl,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),50.95,207.35
1640-plfmp,no,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.25,70.25
1641-bybtk,no,male,0,no,yes,6,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,20.2,98.35
1641-rqday,no,female,1,yes,yes,32,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.4,3217.65
1642-hmarx,no,female,0,yes,no,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,91.7,6424.7
1644-irksf,yes,female,0,yes,yes,33,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,93.8,3124.5
1645-efcgt,,male,0,yes,yes,72,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.4,1363.25
1656-drsmg,no,female,0,no,no,63,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),109.85,7002.95
1657-dymbm,no,male,0,yes,no,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,credit card (automatic),19.9,1110.05
1658-bygoy,yes,male,1,no,no,18,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.45,1752.55
1658-tjvoa,no,female,1,no,no,6,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,74.1,450.9
1658-xuhbx,no,female,1,yes,yes,59,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),88.75,5348.65
1660-hsooq,yes,male,0,no,no,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,49.65,49.65
1661-czbau,no,male,0,no,no,48,yes,yes,dsl,yes,no,no,yes,no,yes,one year,yes,bank transfer (automatic),70.95,3629.2
1663-mhlhe,no,male,0,no,no,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,19.2,19.2
1666-jxlku,no,female,0,no,no,37,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.05,3810.55
1666-jzpzt,no,male,0,no,no,27,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,49.0,1291.35
1670-svowz,yes,female,0,yes,yes,14,yes,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),89.65,1208.35
1676-bzzyv,,male,0,yes,yes,55,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,19.5,1026.35
1676-mqaoa,no,male,0,no,no,72,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),75.1,5336.35
1678-fyzow,yes,female,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.4,244.65
1679-jrfbr,no,female,0,yes,yes,70,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),108.15,7930.55
1680-vdcww,no,male,0,yes,no,12,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.8,202.25
1682-vcoio,no,male,0,no,no,23,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,20.45,481.1
1684-flbgs,no,female,0,yes,yes,23,yes,yes,dsl,no,yes,no,yes,yes,no,month-to-month,yes,credit card (automatic),69.5,1652.1
1685-bqula,no,female,0,no,no,40,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),93.4,3756.4
1685-vayjf,no,male,0,no,no,11,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),45.2,492
1686-stuhn,no,male,0,no,no,42,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),19.8,849.9
1689-mrzqr,yes,male,0,yes,yes,34,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,78.3,2564.3
1689-yqbyy,no,female,0,no,yes,12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.6,893
1696-hxowk,no,female,0,yes,no,71,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,no,mailed check,95.65,6856.95
1696-mzvau,no,male,0,yes,yes,39,no,no phone service,dsl,no,no,no,no,no,no,one year,yes,credit card (automatic),25.25,947.75
1697-bcshv,no,female,0,yes,yes,58,yes,yes,dsl,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),66.8,3970.4
1697-lyyyx,no,female,0,yes,yes,61,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),19.1,1143.8
1697-nvvgy,no,male,1,yes,no,19,yes,no,dsl,yes,no,yes,no,yes,no,month-to-month,no,bank transfer (automatic),66.4,1286.05
1698-xfzci,no,male,0,no,no,61,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,107.75,6521.9
1699-hpsbg,yes,male,0,no,no,12,yes,no,dsl,no,no,no,yes,yes,no,one year,yes,electronic check,59.8,727.8
1699-tldlz,no,female,0,yes,yes,16,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.7,301.55
1699-uotxu,no,male,0,no,no,60,yes,no,dsl,yes,yes,yes,no,no,no,two year,no,electronic check,61.4,3638.25
1702-ccfnj,no,male,0,yes,no,52,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),61.35,3169.55
1703-mgiab,no,female,0,no,no,17,yes,yes,dsl,no,no,yes,yes,yes,no,month-to-month,yes,mailed check,69.0,1108
1704-nrwye,yes,female,1,no,no,9,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.85,751.65
1705-guhpv,no,female,0,no,no,63,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,24.2,1618.2
1707-habpf,no,female,1,no,no,46,yes,no,fiber optic,no,yes,yes,no,yes,no,one year,yes,bank transfer (automatic),91.3,4126.35
1708-pbboa,no,female,0,no,no,42,no,no phone service,dsl,yes,yes,yes,yes,no,yes,one year,yes,electronic check,54.75,2348.45
1709-ejdox,no,female,0,yes,yes,47,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,19.75,948.9
1710-rcxus,no,male,0,yes,no,51,yes,yes,fiber optic,no,yes,no,no,no,yes,one year,yes,credit card (automatic),90.35,4614.55
1716-lsamb,no,male,0,yes,yes,45,yes,no,dsl,yes,no,no,yes,no,no,two year,no,bank transfer (automatic),54.65,2553.7
1722-ldzjs,no,male,0,yes,yes,53,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),20.2,1068.15
1723-hkxjq,yes,male,0,no,no,42,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,101.75,4273.45
1724-bquha,yes,male,1,no,no,5,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.5,477.7
1724-iqwnm,no,male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.3,19.3
1725-iqniy,yes,male,0,yes,no,54,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),109.75,6110.2
1725-mimxw,yes,male,0,no,yes,1,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.45,19.45
1728-bqdma,no,female,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.45,82.7
1728-cxqbe,no,male,1,yes,no,64,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,94.25,6081.4
1729-vlazj,no,female,0,no,yes,10,no,no phone service,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,40.25,411.45
1730-vfmwo,no,female,0,yes,no,34,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),50.2,1815.3
1730-zmame,no,female,1,no,no,32,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.5,2665
1731-tviuk,yes,female,0,no,no,4,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,electronic check,93.5,362.2
1732-fekld,no,female,0,no,no,54,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,bank transfer (automatic),94.75,5121.75
1732-vhubq,yes,female,1,yes,yes,47,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),70.55,3309.25
1734-zmntz,no,female,0,yes,yes,11,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,25.0,300.7
1735-xmjvh,no,male,0,yes,yes,8,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,19.35,152.6
